Region,City,Master Group,Master Category,Cost Price [INR],Net Number,Bill Number,Gross Sales Value (GSV) [INR],Net Sales Value [INR],Gross Profit [INR],Gross Profit Margin [%],Net Receivables [INR],Transaction Number,Sale Type,Sale Date,Customer ID,Group,Sub Category,Gender,Theme,Net Weight,Gross Weight,Quantity,Diamond Weight (CWT),Serial Number
East,BANGALORE,Antique,Rings,1856815.63,231,BB10118,2096246.86,2013690.15,82556.71,3.94,19107,NS001-396916562-565,Online,11-03-2025,C10118,Chains,classic,Female,PCJ-PLAIN,44.52,45.55,2,2.05,A915945
North,CHENNAI,KDM,Chains,2019166.97,259,BB10119,2431867.55,2402059.85,29807.7,1.23,15572,NS001-872596843-546,Online,29-04-2025,C10119,Rings,abc,Male,IND-GOLD,24.69,26.17,3,0.76,A700514
Central,MUMBAI,KDM,Bracelets,1675476,385,BB10120,2066117.81,1992131.78,73986.03,3.58,11590,NS001-272935847-667,Store,11-03-2025,C10120,Bracelets,classic,Male,PCJ-PLAIN,28.6,29.52,3,2.1,A396682
North,DELHI,KDM,Rings,2177065.48,343,BB10121,2497528.62,2394582.9,102945.72,4.12,13474,NS001-164372729-615,Online,27-03-2025,C10121,Bangles,abc,Female,PCJ-PLAIN,30,31.18,2,0.51,A364135
North,BANGALORE,CZ,Bangles,1796747.89,393,BB10122,2049453.39,2018634.55,30818.84,1.5,17601,NS001-495196281-753,Store,02-03-2025,C10122,Bangles,abc,Male,IND-GOLD,34.15,34.88,2,0.36,A854968
North,MUMBAI,KDM,Rings,1919759.52,258,BB10123,2321750.12,2246618.87,75131.25,3.24,19685,NS001-417246081-632,Store,14-03-2025,C10123,Bangles,xyz,Female,TRADITIONAL,12.48,13.41,1,2.1,A602833
South,BANGALORE,CZ,Chains,1762394.82,104,BB10124,1978570.93,1955058.64,23512.29,1.19,14970,NS001-885345005-832,Store,22-03-2025,C10124,Bracelets,bold,Male,PCJ-PLAIN,47.31,48.64,1,1.86,A645444
West,CHENNAI,Plain,Bangles,1661823.09,198,BB10125,2093966.58,2065842.38,28124.2,1.34,12474,NS001-460199037-860,Store,25-04-2025,C10125,Chains,xyz,Female,PCJ-PLAIN,45.91,47.26,3,1.75,A190027
East,HYDERABAD,Antique,Rings,1229049.17,348,BB10126,1357879.66,1308769.4,49110.26,3.62,10486,NS001-160043218-574,Online,25-03-2025,C10126,Rings,xyz,Male,TRADITIONAL,40.21,41.7,3,2.36,A438792
Central,MUMBAI,KDM,Bracelets,2375296.27,391,BB10127,2871083.11,2778495.77,92587.34,3.22,19789,NS001-776539311-985,Online,06-04-2025,C10127,Rings,xyz,Male,MODERN,42.31,43.22,2,0.46,A174577
East,DELHI,CZ,Rings,1502199.27,465,BB10128,1765211.15,1730497.43,34713.72,1.97,15253,NS001-126678605-119,Online,22-04-2025,C10128,Chains,bold,Male,IND-GOLD,36.84,37.75,3,1.75,A625578
West,BANGALORE,Antique,Bracelets,2415457.47,453,BB10129,2724703.8,2608207.37,116496.43,4.28,17160,NS001-832418687-769,Store,25-04-2025,C10129,Chains,abc,Male,MODERN,12.79,14.69,1,1.8,A655855
North,CHENNAI,Antique,Chains,2263581.43,166,BB10130,2850951.9,2808457.13,42494.77,1.49,14031,NS001-765598289-884,Store,31-03-2025,C10130,Chains,classic,Female,IND-GOLD,38.15,39.78,2,0.22,A205560
North,HYDERABAD,CZ,Bracelets,1414382.28,380,BB10131,1802769.2,1713261.71,89507.49,4.96,16783,NS001-234101147-394,Online,23-04-2025,C10131,Bangles,xyz,Female,PCJ-PLAIN,32.73,34.09,1,1.8,A600153
North,HYDERABAD,KDM,Chains,2131922.96,249,BB10132,2393653.43,2309414.74,84238.69,3.52,16041,NS001-307122262-942,Online,20-03-2025,C10132,Bracelets,bold,Female,TRADITIONAL,43.87,44.49,1,0.94,A917025
North,HYDERABAD,Plain,Chains,1980945.14,177,BB10133,2391364.01,2301493.7,89870.31,3.76,19966,NS001-899731067-877,Store,22-03-2025,C10133,Rings,xyz,Male,TRADITIONAL,43.7,45.04,3,0.98,A623040
West,HYDERABAD,Antique,Rings,1429923.88,102,BB10134,1653535.98,1633203.57,20332.41,1.23,13801,NS001-313724720-524,Store,09-03-2025,C10134,Bracelets,abc,Male,PCJ-PLAIN,23.8,24.3,1,2.46,A888549
West,MUMBAI,KDM,Rings,1968016.95,444,BB10135,2178556.37,2111908.68,66647.69,3.06,13798,NS001-355255744-487,Store,06-04-2025,C10135,Chains,xyz,Female,IND-GOLD,45.63,47.17,1,0.32,A212476
South,HYDERABAD,KDM,Bracelets,1039162.32,453,BB10136,1210981.88,1165220.95,45760.93,3.78,13514,NS001-907466619-341,Store,18-04-2025,C10136,Bracelets,classic,Male,TRADITIONAL,36.26,37.74,1,1.47,A560800
Central,MUMBAI,Plain,Chains,1339623.53,311,BB10137,1559684.04,1491249.76,68434.28,4.39,17519,NS001-702158868-551,Store,29-03-2025,C10137,Chains,abc,Female,TRADITIONAL,12.91,13.64,2,1.32,A102741
North,DELHI,CZ,Bangles,1968226.89,378,BB10138,2317866.42,2211489.3,106377.12,4.59,11074,NS001-937005634-457,Online,29-04-2025,C10138,Bracelets,abc,Male,PCJ-PLAIN,20.66,21.52,1,1.7,A946844
South,DELHI,Plain,Bangles,1648971.94,190,BB10139,1820956.08,1796702.5,24253.58,1.33,18101,NS001-106392868-571,Online,21-04-2025,C10139,Rings,abc,Female,PCJ-PLAIN,24.37,25.2,3,0.75,A635006
South,CHENNAI,Antique,Rings,1129471.17,428,BB10140,1337004.12,1270264.85,66739.27,4.99,17079,NS001-545524193-380,Online,01-03-2025,C10140,Bangles,xyz,Female,MODERN,25.65,27.06,2,2.37,A865778
West,CHENNAI,CZ,Bangles,2205234.12,204,BB10141,2730821.75,2595328.16,135493.59,4.96,14084,NS001-401484560-455,Online,02-04-2025,C10141,Chains,abc,Female,PCJ-PLAIN,17.9,19.26,3,2.25,A456964
North,CHENNAI,Antique,Chains,1658845.53,196,BB10142,1862504.17,1779287.24,83216.93,4.47,17639,NS001-983359787-759,Store,11-04-2025,C10142,Chains,xyz,Female,IND-GOLD,17.31,18.88,3,1.85,A587756
Central,BANGALORE,CZ,Chains,2015662.53,444,BB10143,2430270.77,2360540.02,69730.75,2.87,11259,NS001-149856681-758,Online,26-03-2025,C10143,Bracelets,abc,Female,MODERN,48.49,49.17,1,0.84,A972881
South,MUMBAI,Plain,Bangles,2321554.28,389,BB10144,2967998.86,2926575.5,41423.36,1.4,12895,NS001-862301645-249,Online,18-03-2025,C10144,Chains,bold,Male,PCJ-PLAIN,33.03,34.23,3,0.77,A404941
West,BANGALORE,Antique,Bangles,1560299.42,466,BB10145,2022059.07,1989710.22,32348.85,1.6,19149,NS001-713694645-687,Online,09-04-2025,C10145,Rings,abc,Female,IND-GOLD,12.74,13.34,3,2.25,A218820
East,CHENNAI,Antique,Rings,2025041.62,151,BB10146,2364185.58,2318543.11,45642.47,1.93,13540,NS001-655345515-421,Store,16-03-2025,C10146,Bangles,xyz,Male,PCJ-PLAIN,31.83,33.7,3,1.76,A446911
West,MUMBAI,Plain,Rings,1459069.31,230,BB10147,1658157.39,1634982.44,23174.95,1.4,15767,NS001-943008040-968,Online,26-04-2025,C10147,Bangles,xyz,Female,IND-GOLD,11.62,13.49,1,1.27,A226559
East,BANGALORE,CZ,Bracelets,1147092.9,206,BB10148,1393475.6,1362354.91,31120.69,2.23,10939,NS001-366449984-474,Online,08-03-2025,C10148,Bangles,abc,Female,MODERN,45.12,45.87,2,0.19,A886652
West,DELHI,KDM,Bracelets,2268413.12,300,BB10149,2824455.83,2693711.88,130743.95,4.63,17389,NS001-645798429-970,Online,08-03-2025,C10149,Bracelets,bold,Female,TRADITIONAL,24.01,25.11,2,0.5,A789508
Central,MUMBAI,KDM,Rings,1556276.25,254,BB10150,1907100.12,1813003.47,94096.65,4.93,11452,NS001-188033287-701,Online,20-03-2025,C10150,Bangles,abc,Male,MODERN,39.93,41.65,2,1.49,A900890
West,CHENNAI,Antique,Rings,2178839.59,121,BB10151,2670185.38,2569985.95,100199.43,3.75,12097,NS001-746125359-851,Online,07-04-2025,C10151,Bracelets,xyz,Female,MODERN,37.87,39.74,2,1.97,A768341
West,MUMBAI,KDM,Chains,2467031.1,285,BB10152,2968670.46,2938153.46,30517,1.03,14365,NS001-633711679-389,Store,04-03-2025,C10152,Chains,xyz,Male,IND-GOLD,22.97,24.34,2,0.5,A853218
East,MUMBAI,CZ,Chains,1042126.35,388,BB10153,1238544.75,1194418.29,44126.46,3.56,12268,NS001-151446732-820,Store,10-03-2025,C10153,Bangles,bold,Female,PCJ-PLAIN,40.04,41.1,3,2.33,A547861
South,BANGALORE,Plain,Rings,1368950.64,441,BB10154,1659870.11,1627773.19,32096.92,1.93,14865,NS001-248041037-843,Store,06-03-2025,C10154,Chains,classic,Male,TRADITIONAL,44.72,45.28,3,2.44,A344631
South,MUMBAI,CZ,Bangles,2023160.27,261,BB10155,2282611.33,2238342.9,44268.43,1.94,15743,NS001-416532924-706,Store,21-04-2025,C10155,Bracelets,bold,Male,TRADITIONAL,35.4,37.26,1,0.35,A123475
Central,MUMBAI,KDM,Bangles,1652245.56,204,BB10156,2080491.42,1988570.12,91921.3,4.42,16826,NS001-632892106-795,Online,08-04-2025,C10156,Bracelets,xyz,Male,IND-GOLD,28.29,29.73,2,2.39,A904451
South,DELHI,Antique,Bracelets,1559281.94,189,BB10157,1855188.89,1781759.26,73429.63,3.96,18661,NS001-936056298-352,Store,02-03-2025,C10157,Chains,bold,Male,MODERN,44.51,45.8,2,0.2,A881573
North,DELHI,CZ,Rings,1156346.34,419,BB10158,1455157.91,1410248.06,44909.85,3.09,15653,NS001-837547977-537,Online,02-03-2025,C10158,Bracelets,xyz,Male,MODERN,29.69,31.17,1,0.36,A887947
North,MUMBAI,Antique,Bangles,1549475.63,352,BB10159,1761464.97,1684713.39,76751.58,4.36,13826,NS001-730625042-257,Store,26-04-2025,C10159,Chains,abc,Male,MODERN,45.01,46.34,3,0.26,A268405
East,HYDERABAD,KDM,Rings,2181050.89,285,BB10160,2427740.23,2385672.37,42067.86,1.73,10632,NS001-958437127-381,Online,28-04-2025,C10160,Chains,bold,Female,PCJ-PLAIN,38.93,40.47,2,0.05,A266618
North,DELHI,CZ,Bracelets,1145918.13,268,BB10161,1323200.11,1280065.07,43135.04,3.26,15382,NS001-853305828-887,Store,26-03-2025,C10161,Bracelets,xyz,Male,MODERN,27.52,29,1,1.93,A682941
East,BANGALORE,KDM,Rings,1467088.03,470,BB10162,1689598.23,1622280.47,67317.76,3.98,16013,NS001-611129103-533,Store,03-03-2025,C10162,Bangles,xyz,Female,PCJ-PLAIN,12.18,13.42,2,2.47,A721229
North,DELHI,Antique,Chains,2079273.36,443,BB10163,2641117.7,2550225.64,90892.06,3.44,17727,NS001-144394879-601,Store,29-03-2025,C10163,Rings,abc,Male,MODERN,31.79,32.46,2,1.41,A212068
West,CHENNAI,Antique,Rings,1344366.59,185,BB10164,1508283.46,1436135.4,72148.06,4.78,11238,NS001-898592467-505,Online,05-04-2025,C10164,Bangles,xyz,Male,MODERN,13.05,14.75,2,1.15,A835992
South,HYDERABAD,KDM,Bracelets,1019105.62,183,BB10165,1146636.67,1128100.09,18536.58,1.62,13354,NS001-834529075-913,Online,06-04-2025,C10165,Chains,xyz,Female,MODERN,42.85,43.54,2,1.68,A461058
Central,DELHI,CZ,Chains,1883821.48,108,BB10166,2084148.64,2032940.82,51207.82,2.46,16323,NS001-155109617-563,Store,14-04-2025,C10166,Rings,xyz,Female,PCJ-PLAIN,21.72,22.72,3,0.96,A387628
West,MUMBAI,KDM,Bracelets,2266984.84,460,BB10167,2807187.71,2708287.51,98900.2,3.52,17450,NS001-790935522-703,Store,02-03-2025,C10167,Rings,classic,Male,TRADITIONAL,21.22,21.82,2,0.07,A145909
South,DELHI,Antique,Rings,1368158.71,420,BB10168,1680169.69,1610627.92,69541.77,4.14,10638,NS001-803809481-728,Online,25-04-2025,C10168,Bangles,bold,Male,TRADITIONAL,45.59,46.44,3,0.32,A913302
Central,MUMBAI,Plain,Bracelets,1208079.13,469,BB10169,1563322.29,1521393.41,41928.88,2.68,11652,NS001-561636977-583,Online,05-03-2025,C10169,Rings,abc,Male,PCJ-PLAIN,25.59,26.38,2,2.16,A508524
North,BANGALORE,Antique,Bangles,1266542.87,189,BB10170,1549393.04,1529683.42,19709.62,1.27,14990,NS001-626812603-198,Online,21-03-2025,C10170,Rings,bold,Male,PCJ-PLAIN,30.58,31.96,2,0.01,A363767
East,DELHI,Antique,Chains,1639230.05,431,BB10171,1934348.53,1884875.61,49472.92,2.56,16410,NS001-247397373-305,Online,07-04-2025,C10171,Chains,bold,Male,IND-GOLD,40.43,42.37,3,1.34,A397958
East,BANGALORE,Plain,Rings,1497156.25,446,BB10172,1652830.16,1615667.12,37163.04,2.25,17906,NS001-383211168-365,Store,29-03-2025,C10172,Chains,abc,Female,MODERN,43.97,45.42,3,0.9,A628702
East,MUMBAI,KDM,Bangles,2394641.31,300,BB10173,2710984.03,2625158.6,85825.43,3.17,19622,NS001-357247408-694,Online,23-03-2025,C10173,Chains,xyz,Female,MODERN,27.39,29.36,3,2.34,A372328
Central,BANGALORE,Plain,Bracelets,1687941.62,447,BB10174,2034097.77,1933029.28,101068.49,4.97,10050,NS001-846236982-168,Store,09-04-2025,C10174,Chains,abc,Male,IND-GOLD,27.78,28.4,3,2.08,A968506
North,HYDERABAD,CZ,Rings,1190087.08,233,BB10175,1483906.19,1469046.3,14859.89,1,15428,NS001-882425528-660,Store,03-04-2025,C10175,Bracelets,xyz,Male,TRADITIONAL,37.2,38.81,2,2.19,A533016
East,HYDERABAD,Plain,Bracelets,1013974.45,443,BB10176,1132347.3,1089837.23,42510.07,3.75,13579,NS001-927910252-916,Store,12-04-2025,C10176,Chains,classic,Male,PCJ-PLAIN,16.23,17.12,2,2.48,A543082
North,HYDERABAD,Antique,Chains,2290662.34,225,BB10177,2574828.42,2512726.36,62102.06,2.41,19765,NS001-271282827-311,Store,28-03-2025,C10177,Bracelets,abc,Female,TRADITIONAL,49.08,49.94,2,1.42,A269119
East,DELHI,Plain,Rings,2158589.64,474,BB10178,2804313.75,2734980.36,69333.39,2.47,12437,NS001-902315135-501,Store,11-04-2025,C10178,Chains,xyz,Male,PCJ-PLAIN,28.12,28.81,1,1.9,A704171
South,HYDERABAD,KDM,Bangles,1173188.29,366,BB10179,1344750.65,1278713.22,66037.43,4.91,10624,NS001-994330792-111,Store,14-04-2025,C10179,Bracelets,classic,Female,TRADITIONAL,14.25,16.14,3,2.08,A153305
North,MUMBAI,CZ,Chains,1103202.29,240,BB10180,1263818.81,1241127.62,22691.19,1.8,17863,NS001-133671994-976,Online,30-03-2025,C10180,Bracelets,classic,Male,MODERN,34.66,35.38,2,2.38,A947544
Central,BANGALORE,Antique,Bracelets,1786247.46,288,BB10181,2108093.21,2083619.1,24474.11,1.16,11631,NS001-616434714-693,Store,02-04-2025,C10181,Bracelets,bold,Female,IND-GOLD,44.78,46,3,0.72,A640549
East,MUMBAI,CZ,Bangles,2090710.37,155,BB10182,2647729.24,2559827.03,87902.21,3.32,12940,NS001-917914379-323,Store,16-03-2025,C10182,Rings,bold,Female,MODERN,17.31,17.95,1,1.33,A656861
South,MUMBAI,Antique,Rings,1728610.58,386,BB10183,2217677.42,2112375.27,105302.15,4.75,15338,NS001-939991315-124,Online,01-03-2025,C10183,Bracelets,bold,Female,MODERN,42.96,44.37,3,1.29,A173240
South,DELHI,Plain,Bracelets,1682611.09,400,BB10184,1866443.62,1823875.63,42567.99,2.28,19608,NS001-880608548-400,Store,17-03-2025,C10184,Bracelets,abc,Female,PCJ-PLAIN,32.53,33.34,2,1.79,A844449
East,HYDERABAD,KDM,Bangles,1884108.65,332,BB10185,2376626.02,2305391.31,71234.71,3,15392,NS001-282425365-830,Online,17-04-2025,C10185,Chains,bold,Male,PCJ-PLAIN,29.68,30.79,2,2.15,A511272
East,CHENNAI,KDM,Chains,1551018.54,301,BB10186,1951881.81,1892213.97,59667.84,3.06,14456,NS001-111596286-838,Store,02-03-2025,C10186,Rings,xyz,Female,IND-GOLD,22.18,23.54,3,2.49,A817957
West,BANGALORE,Antique,Bracelets,1154694.95,334,BB10187,1408708.57,1391758.69,16949.88,1.2,13088,NS001-728241833-817,Online,16-04-2025,C10187,Bracelets,xyz,Male,MODERN,32.59,34,2,0.02,A205226
South,BANGALORE,KDM,Bangles,1454500.48,397,BB10188,1633935.21,1567511.23,66423.98,4.07,12072,NS001-791202379-708,Online,11-04-2025,C10188,Bangles,xyz,Female,IND-GOLD,44.46,45.04,2,0.23,A221000
Central,DELHI,KDM,Bracelets,1218966.56,266,BB10189,1414716.23,1369384.72,45331.51,3.2,13842,NS001-220539068-477,Online,02-04-2025,C10189,Bracelets,abc,Male,TRADITIONAL,24.24,26.03,3,0.76,A929599
Central,MUMBAI,Antique,Rings,1931800.19,261,BB10190,2318501.15,2279239.48,39261.67,1.69,11019,NS001-931095814-459,Online,31-03-2025,C10190,Chains,xyz,Female,MODERN,15.42,17.15,3,2.38,A367948
North,CHENNAI,CZ,Chains,1773301.68,142,BB10191,2103496.19,2051293.85,52202.34,2.48,11315,NS001-839363361-988,Store,29-04-2025,C10191,Bangles,abc,Male,PCJ-PLAIN,34.03,35.45,1,2.3,A668108
North,BANGALORE,CZ,Chains,1506108.16,304,BB10192,1875968.83,1829878.05,46090.78,2.46,12700,NS001-729756635-595,Online,16-04-2025,C10192,Rings,xyz,Female,MODERN,38.04,39.96,2,0.36,A827551
South,HYDERABAD,Plain,Rings,1665497.62,199,BB10193,2124432.18,2047789.23,76642.95,3.61,15343,NS001-991374023-726,Online,05-04-2025,C10193,Rings,classic,Female,IND-GOLD,25.65,26.67,2,0.48,A187999
Central,MUMBAI,KDM,Rings,2365235.8,119,BB10194,2832475.33,2708377.34,124097.99,4.38,17259,NS001-591017484-761,Online,28-03-2025,C10194,Bangles,bold,Female,MODERN,36.53,37.24,2,0.02,A399752
West,MUMBAI,KDM,Rings,2389027.13,406,BB10195,2911719.54,2856683.37,55036.17,1.89,15529,NS001-200398148-671,Online,08-03-2025,C10195,Bangles,classic,Female,PCJ-PLAIN,24.78,25.78,3,2.17,A560233
West,HYDERABAD,Antique,Rings,2314611.24,188,BB10196,2575264.07,2504167.11,71096.96,2.76,10143,NS001-917390828-462,Store,25-04-2025,C10196,Bangles,xyz,Female,TRADITIONAL,16.64,17.2,2,1.06,A279961
Central,HYDERABAD,Antique,Chains,1839239.28,487,BB10197,2225845.53,2142055.29,83790.24,3.76,14621,NS001-415314898-296,Store,11-03-2025,C10197,Bracelets,abc,Female,IND-GOLD,28.02,28.86,1,0.56,A355413
West,BANGALORE,Plain,Chains,1240224.12,163,BB10198,1533958.55,1496808.5,37150.05,2.42,19780,NS001-809172105-949,Store,29-03-2025,C10198,Bangles,xyz,Male,IND-GOLD,49.35,50.54,1,2.11,A192572
North,MUMBAI,KDM,Rings,1497962.22,450,BB10199,1888327.19,1815546.86,72780.33,3.85,19742,NS001-776507770-795,Store,11-04-2025,C10199,Bangles,classic,Female,MODERN,39.9,41.39,1,0.11,A245915
Central,CHENNAI,Plain,Bangles,1100246.97,471,BB10200,1405860.79,1386397.89,19462.9,1.38,15571,NS001-916535259-169,Online,23-04-2025,C10200,Rings,classic,Female,PCJ-PLAIN,37.82,38.36,2,0.02,A726737
Central,HYDERABAD,CZ,Bangles,2325307.84,283,BB10201,3001857.36,2928828.23,73029.13,2.43,11199,NS001-822914478-601,Store,27-04-2025,C10201,Bangles,abc,Male,IND-GOLD,28.73,30.44,1,0.58,A711620
West,HYDERABAD,Plain,Chains,2070168.36,399,BB10202,2337700.08,2254973.73,82726.35,3.54,19694,NS001-608207977-447,Store,01-03-2025,C10202,Bracelets,xyz,Female,MODERN,39.16,40.69,1,2.38,A606669
West,BANGALORE,Antique,Bangles,1178337.52,398,BB10203,1318575.77,1303334.11,15241.66,1.16,10569,NS001-721275238-238,Online,20-03-2025,C10203,Chains,xyz,Female,IND-GOLD,41.83,43.31,2,0.16,A753983
Central,DELHI,CZ,Bracelets,1015350.27,418,BB10204,1153941.16,1130594.03,23347.13,2.02,15881,NS001-362232806-613,Online,14-03-2025,C10204,Chains,classic,Female,MODERN,46.36,46.87,2,0.94,A424917
South,MUMBAI,CZ,Chains,1132767.94,148,BB10205,1307536.61,1272156.52,35380.09,2.71,13403,NS001-544589537-340,Store,20-03-2025,C10205,Rings,xyz,Male,IND-GOLD,23.88,25.21,1,0.49,A657046
East,MUMBAI,KDM,Bangles,1647565.86,387,BB10206,2088631.21,2007937.92,80693.29,3.86,19226,NS001-292955140-689,Online,15-03-2025,C10206,Bangles,bold,Female,PCJ-PLAIN,41.54,42.3,3,0.51,A708069
Central,CHENNAI,KDM,Bracelets,1374257.14,334,BB10207,1673379.19,1652375.54,21003.65,1.26,14510,NS001-779481862-109,Store,16-03-2025,C10207,Rings,xyz,Female,IND-GOLD,13.05,14.88,3,0.45,A733642
North,CHENNAI,Plain,Rings,1661842.42,311,BB10208,2001328.01,1943504.33,57823.68,2.89,14873,NS001-645491036-250,Online,02-04-2025,C10208,Bracelets,abc,Female,MODERN,48.65,50.41,2,0.84,A165245
Central,MUMBAI,Antique,Chains,2037745.42,300,BB10209,2436673.02,2365621.38,71051.64,2.92,12501,NS001-406004035-764,Online,29-04-2025,C10209,Bangles,classic,Male,IND-GOLD,47.23,47.84,1,0.17,A493803
East,DELHI,Antique,Chains,1613028.26,162,BB10210,1926513.34,1862028.84,64484.5,3.35,13914,NS001-889404806-152,Online,06-03-2025,C10210,Bracelets,xyz,Male,IND-GOLD,31.82,32.94,1,1.82,A810935
North,CHENNAI,CZ,Rings,1077671.3,122,BB10211,1213727.94,1180050.22,33677.72,2.77,11671,NS001-293834565-181,Online,16-03-2025,C10211,Bangles,xyz,Female,IND-GOLD,48.94,50.66,2,2.22,A764265
North,MUMBAI,CZ,Chains,1087880.58,114,BB10212,1380607.26,1351640.72,28966.54,2.1,12081,NS001-379226299-846,Store,05-03-2025,C10212,Bracelets,bold,Female,PCJ-PLAIN,35.63,36.62,2,2.09,A119093
West,MUMBAI,CZ,Bangles,1232257.02,369,BB10213,1403624.54,1380414.85,23209.69,1.65,17907,NS001-100541363-204,Online,10-04-2025,C10213,Rings,bold,Male,TRADITIONAL,30.38,31.51,1,0.17,A162196
East,BANGALORE,Antique,Rings,1387657.84,227,BB10214,1590560.93,1513712.56,76848.37,4.83,11430,NS001-816513613-659,Store,01-03-2025,C10214,Rings,abc,Female,IND-GOLD,16.09,18.04,3,1.81,A463996
Central,HYDERABAD,Plain,Rings,2341316.13,151,BB10215,2898706.99,2828996.37,69710.62,2.4,19146,NS001-298907525-955,Store,26-03-2025,C10215,Bracelets,bold,Female,IND-GOLD,11.76,12.49,2,2.18,A693808
South,MUMBAI,CZ,Bracelets,1891662.16,192,BB10216,2386616.71,2327521.99,59094.72,2.48,11681,NS001-411731791-534,Online,10-03-2025,C10216,Rings,bold,Female,IND-GOLD,43.48,45.24,3,1.91,A320170
Central,MUMBAI,Plain,Bracelets,1349035.4,422,BB10217,1735518.38,1653569.98,81948.4,4.72,18970,NS001-371820137-336,Store,27-04-2025,C10217,Chains,classic,Male,TRADITIONAL,19.21,20.61,2,0.89,A905408
East,BANGALORE,CZ,Chains,1924812.53,140,BB10218,2153165.42,2119099.38,34066.04,1.58,16969,NS001-522639924-740,Store,19-03-2025,C10218,Rings,bold,Female,PCJ-PLAIN,25.82,26.53,3,0.88,A392529
East,MUMBAI,Plain,Rings,2034542.55,307,BB10219,2467383.8,2365003.76,102380.04,4.15,17526,NS001-946185914-149,Online,21-04-2025,C10219,Rings,classic,Female,PCJ-PLAIN,29.42,30.12,1,1.31,A802899
Central,CHENNAI,CZ,Rings,1594130.62,173,BB10220,1824716.19,1796444.32,28271.87,1.55,16241,NS001-203729860-422,Store,06-04-2025,C10220,Bangles,bold,Female,MODERN,24.23,25.93,2,1.38,A221473
North,CHENNAI,Antique,Bangles,2305015.6,347,BB10221,2732708.42,2677526.95,55181.47,2.02,12576,NS001-689185146-681,Store,01-03-2025,C10221,Bangles,xyz,Female,MODERN,45.72,47.39,3,1.98,A710196
North,HYDERABAD,Antique,Rings,1472155.61,370,BB10222,1714195.12,1630954.97,83240.15,4.86,14620,NS001-847551415-515,Online,09-04-2025,C10222,Rings,classic,Male,TRADITIONAL,45.94,47.72,1,0.46,A158023
East,CHENNAI,Antique,Rings,2053826.73,373,BB10223,2661221.22,2596837.94,64383.28,2.42,16606,NS001-216188799-931,Online,07-03-2025,C10223,Rings,classic,Male,MODERN,45.06,46.67,1,0.03,A488810
Central,HYDERABAD,KDM,Bangles,1748260.12,295,BB10224,2198952.48,2124826.71,74125.77,3.37,18878,NS001-173290633-943,Store,19-04-2025,C10224,Bangles,bold,Male,IND-GOLD,39.69,40.43,3,0.74,A128038
North,BANGALORE,KDM,Rings,2061289.26,352,BB10225,2340163.92,2252657.79,87506.13,3.74,17673,NS001-490094309-824,Store,20-03-2025,C10225,Rings,bold,Female,IND-GOLD,39.81,41.75,1,2.48,A939995
Central,DELHI,Plain,Bangles,1426866.37,219,BB10226,1720386.07,1647537.45,72848.62,4.23,17461,NS001-117712828-511,Online,11-04-2025,C10226,Rings,bold,Female,IND-GOLD,38.32,38.93,2,1.94,A672282
West,DELHI,Plain,Rings,2298311.62,103,BB10227,2608918.72,2573010.08,35908.64,1.38,17196,NS001-768957295-638,Store,18-04-2025,C10227,Rings,abc,Male,MODERN,17.04,17.61,3,0.65,A909613
Central,BANGALORE,Plain,Rings,1252889.53,442,BB10228,1534503.17,1459698.77,74804.4,4.87,14988,NS001-413404886-648,Store,27-04-2025,C10228,Chains,xyz,Male,IND-GOLD,20.65,21.83,2,1.23,A633473
East,MUMBAI,Plain,Bangles,1914413.84,162,BB10229,2473198.42,2442392.89,30805.53,1.25,13790,NS001-322827890-345,Store,01-04-2025,C10229,Rings,bold,Female,IND-GOLD,35.1,35.79,1,2.11,A221480
Central,BANGALORE,CZ,Bracelets,2023563.27,433,BB10230,2590420.44,2468085.55,122334.89,4.72,11555,NS001-207798639-218,Store,12-04-2025,C10230,Chains,classic,Male,IND-GOLD,49.59,50.39,2,2.27,A497418
North,MUMBAI,Antique,Rings,1845391.15,388,BB10231,2189220,2114508.38,74711.62,3.41,14359,NS001-312260015-349,Store,29-03-2025,C10231,Bangles,bold,Female,TRADITIONAL,30.29,31.27,1,0.59,A720586
Central,DELHI,Plain,Rings,1298557.83,253,BB10232,1545355.95,1497886.32,47469.63,3.07,13408,NS001-328338957-978,Store,13-04-2025,C10232,Rings,xyz,Male,PCJ-PLAIN,16.74,18.67,2,0.46,A920485
